iter	Logloss
478	0.1282532652
479	0.1277794957
480	0.1275978448
481	0.1272065942
482	0.1268075291
483	0.1265295371
484	0.1259958121
485	0.1259342911
486	0.1256271361
487	0.1255220485
488	0.1253032455
489	0.1248802517
490	0.1242942164
491	0.1240081003
492	0.1238237411
493	0.1235952815
494	0.1233859858
495	0.1231746228
496	0.1228692557
497	0.1224746712
498	0.1223142617
499	0.1220770821
500	0.121889587
501	0.1215068808
502	0.1212506678
503	0.1209646083
504	0.1205305625
505	0.1200865006
506	0.1196366833
507	0.1195774021
508	0.1193801993
509	0.1191743533
510	0.1185949428
511	0.1183258362
512	0.1180263048
513	0.1177840349
514	0.1175069625
515	0.1171352226
516	0.1166099352
517	0.1165257783
518	0.1163112548
519	0.1160673273
520	0.11565253
521	0.1154591613
522	0.1151836625
523	0.1149700932
524	0.1145535362
525	0.1144591703
526	0.1142640078
527	0.1141188153
528	0.113987001
529	0.1138067525
530	0.1134851241
531	0.1133436887
532	0.1129005268
533	0.1124344649
534	0.1123015169
535	0.1121637583
536	0.111783456
537	0.1117501745
538	0.1117292079
539	0.1114429537
540	0.1112711244
541	0.1112127116
542	0.1111535613
543	0.1109047273
544	0.1106774037
545	0.1103279787
546	0.1102022016
547	0.1097635209
548	0.1093910051
549	0.1091269756
550	0.1088385241
551	0.1087624573
552	0.1082558427
553	0.1078388343
554	0.1077671768
555	0.1075059231
556	0.1073066986
557	0.1071123773
558	0.1068843782
559	0.1063954774
560	0.1061603865
561	0.1060294546
562	0.1058661178
563	0.1056711438
564	0.10532412
565	0.1051909352
566	0.1048619952
567	0.1046316511
568	0.1041230696
569	0.1038950673
570	0.1037456423
571	0.1035470985
572	0.1033267793
573	0.1031276096
574	0.103107424
575	0.1026949679
576	0.1023419233
577	0.101944688
578	0.1015536882
579	0.101368728
580	0.1012281357
581	0.1010732805
582	0.1006180337
583	0.1003647723
584	0.10009651
585	0.0997783354
586	0.09942529125
587	0.09915081577
588	0.0987699339
589	0.09862840134
590	0.09843469555
591	0.09830793911
592	0.09813697661
593	0.09800514682
594	0.09770512782
595	0.09744246804
596	0.09726103105
597	0.09709995611
598	0.09698682092
599	0.09670939174
600	0.09658375968
601	0.09638072923
602	0.09615348677
603	0.09604535041
604	0.09581012369
605	0.09544596246
606	0.09528761722
607	0.09500908463
608	0.09485559081
609	0.09463220812
610	0.0943697242
611	0.09409850357
612	0.09390254761
613	0.09377126125
614	0.09348417633
615	0.09321384748
616	0.09291914989
617	0.09270888403
618	0.09240091947
619	0.09232453942
620	0.0922074241
621	0.09193959173
622	0.09177109255
623	0.09153090723
624	0.09136642432
625	0.09128736589
626	0.09108279545
627	0.09081503172
628	0.09064157448
629	0.09046500161
630	0.09004349269
631	0.08977114439
632	0.08966864089
633	0.08952791921
634	0.08932435605
635	0.08908988657
636	0.08876221132
637	0.08856472797
638	0.08833676365
639	0.0880844782
640	0.08804586691
641	0.08780965263
642	0.08750600748
643	0.08741870665
644	0.08726543088
645	0.08700706692
646	0.08676446135
647	0.08661076453
648	0.08655525691
649	0.08646863025
650	0.08636208326
651	0.08630438738
652	0.08618651247
653	0.08605011534
654	0.08593799888
655	0.08580827367
656	0.08569220305
657	0.08539220669
658	0.08519787603
659	0.08505456707
660	0.08483276277
661	0.08464519999
662	0.08441737355
663	0.08431600027
664	0.08429908769
665	0.08408675132
666	0.0837974404
667	0.08352975645
668	0.08338700617
669	0.08318386672
670	0.08302762458
671	0.08276365187
672	0.08243000424
673	0.0823733827
674	0.08227253364
675	0.08214917576
676	0.08205721397
677	0.08189873033
678	0.08183655721
679	0.08175995241
680	0.08166184188
681	0.08161361754
682	0.08116619161
683	0.08098686302
684	0.08090382296
685	0.08078209961
686	0.08069551889
687	0.08056593511
688	0.08044213462
689	0.08031097522
690	0.08029994766
691	0.0800180932
692	0.07991762088
693	0.0796706469
694	0.07958205056
695	0.07934192321
696	0.0792688528
697	0.07909447462
698	0.07880083109
699	0.07874436138
700	0.07851838288
701	0.07813020292
702	0.07807723532
703	0.07802114585
704	0.07796498797
705	0.07788302782
706	0.07779383596
707	0.07766848157
708	0.07738374547
709	0.07709817466
710	0.07701519133
711	0.07686746956
712	0.07674158872
713	0.07665539247
714	0.07660381066
715	0.07636562044
716	0.07619763573
717	0.07595115439
718	0.07587863036
719	0.0756830959
720	0.07559970667
721	0.07542380488
722	0.07525776976
723	0.07509012799
724	0.0750050253
725	0.074867836
726	0.07471744982
727	0.07458155004
728	0.07431980317
729	0.07430753781
730	0.07416558961
731	0.07405856516
732	0.07387403529
733	0.07377585982
734	0.07353864015
735	0.0733344096
736	0.07318711223
737	0.0730371694
738	0.07292111792
739	0.07276199651
740	0.0725104588
741	0.07240545643
742	0.07215935278
743	0.07208731188
744	0.07197149128
745	0.07174939199
746	0.07169816204
747	0.07153323812
748	0.07134852317
749	0.07118032149
750	0.07100222145
751	0.07086729303
752	0.07073382224
753	0.07063825464
754	0.07059275016
755	0.07034004987
756	0.07012306732
757	0.06990351178
758	0.06980397951
759	0.06967770437
760	0.06947396078
761	0.06935226991
762	0.0690679836
763	0.06902869035
764	0.06888962126
765	0.06881632348
766	0.06872890659
767	0.06860443725
768	0.06843133009
769	0.0683663823
770	0.06834981522
771	0.06826147776
772	0.06806984456
773	0.06803074475
774	0.06797597508
775	0.06786319321
776	0.06775944107
777	0.06758539835
778	0.06742233342
779	0.06735726639
780	0.06729014911
781	0.06713901428
782	0.06709832698
783	0.06705734407
784	0.06691998238
785	0.06678930184
786	0.06670321506
787	0.06665643052
788	0.06649574509
789	0.06642256473
790	0.06632425097
791	0.06620822147
792	0.06614577652
793	0.06594161436
794	0.06582996335
795	0.06567072403
796	0.06563064763
797	0.065476464
798	0.06525953608
799	0.06525216793
800	0.06519543621
801	0.06500342263
802	0.06493070736
803	0.06469492494
804	0.06440293074
805	0.0642606821
806	0.06420069541
807	0.06419344848
808	0.06414547221
809	0.06406209853
810	0.06397661
811	0.06385263383
812	0.06378257642
813	0.06371699325
814	0.06360527984
815	0.06358700131
816	0.06355154093
817	0.06334962969
818	0.06326582483
819	0.06313537414
820	0.06294553683
821	0.06290562388
822	0.06286890778
823	0.06279536686
824	0.0627275842
825	0.06260594816
826	0.06247972169
827	0.06238215854
828	0.06232321606
829	0.06207841019
830	0.06195257781
831	0.06186359623
832	0.06178479961
833	0.06174952704
834	0.06164018003
835	0.06140681247
836	0.06134096343
837	0.06112189778
838	0.06111137584
839	0.06107519519
840	0.06090339647
841	0.06088691957
842	0.06081883613
843	0.06074027588
844	0.0607058896
845	0.06063056806
846	0.06052761992
847	0.06044921581
848	0.06033168867
849	0.06025584269
850	0.06020604681
851	0.0601096589
852	0.05990788633
853	0.05985751435
854	0.05979623758
855	0.05957117131
856	0.05949353825
857	0.05942231621
858	0.05927999307
859	0.05927367248
860	0.05923271158
861	0.05906700557
862	0.05894719443
863	0.05876550721
864	0.05875039935
865	0.05864971417
866	0.05859031109
867	0.05848198909
868	0.05838536662
869	0.05822183341
870	0.05809864882
871	0.05789170905
872	0.05777381742
873	0.05771925913
874	0.05767892482
875	0.05756645624
876	0.05745106765
877	0.05735793222
878	0.05721963548
879	0.05712532385
880	0.05706104716
881	0.05693788983
882	0.056734888
883	0.05652436626
884	0.05637670704
885	0.05621038212
886	0.0561217365
887	0.05602286949
888	0.05595101258
889	0.05576834621
890	0.05572531792
891	0.05564421378
892	0.05552012594
893	0.05536911748
894	0.0552599923
895	0.055145858
896	0.05499236714
897	0.05490075992
898	0.05479530156
899	0.05462072183
900	0.05458698791
901	0.05446862988
902	0.05439375341
903	0.05434186998
904	0.05421273035
905	0.05411497153
906	0.05396609666
907	0.05383736506
908	0.05368040591
909	0.05363252819
910	0.05349964112
911	0.05336837769
912	0.05316858858
913	0.05312291938
914	0.05307626491
915	0.05299302398
916	0.0528454772
917	0.05270320592
918	0.05259988768
919	0.05248196066
920	0.05238472841
921	0.05233959349
922	0.05218529297
923	0.05208537561
924	0.05199343477
925	0.05183003306
926	0.05174824103
927	0.05171831354
928	0.051591356
929	0.05146438867
930	0.05141414331
931	0.05129619822
932	0.05127623395
933	0.05117894979
934	0.05097742766
935	0.05079838459
936	0.05077314759
937	0.05064041872
938	0.05060903787
939	0.05051827557
940	0.05038176737
941	0.05023833684
942	0.05021051267
943	0.05013014903
944	0.05002605779
945	0.04995526088
946	0.04984995566
947	0.0497443306
948	0.04970549248
949	0.04959173362
950	0.04948798444
951	0.0494452301
952	0.04931392972
953	0.04922584361
954	0.04911434659
955	0.04894583416
956	0.04879679395
957	0.04870753566
958	0.04855090701
959	0.04852923291
960	0.04842501516
961	0.04834767412
962	0.04817547351
963	0.04814397159
964	0.04802442985
965	0.04794051933
966	0.04786615058
967	0.04774864488
968	0.04770984068
969	0.0476840286
970	0.04761121784
971	0.04755580706
972	0.04745395072
973	0.04737043395
974	0.04732171085
975	0.04713372063
976	0.04709129368
977	0.04701188525
978	0.0469660839
979	0.04692886123
980	0.04686504279
981	0.04679273491
982	0.04660438062
983	0.04652041129
984	0.04648987087
985	0.04637264346
986	0.04632889053
987	0.04626478247
988	0.04623134839
989	0.04619153573
990	0.04617102815
991	0.04609744595
992	0.04594374172
993	0.04587063652
994	0.04580116057
995	0.0457213538
996	0.0456270871
997	0.04554645951
998	0.04548804386
999	0.04538211509
